file,stt,llm,tts_audio,latency
2302_audio02.wav,aku butuh transval umrah simpal tapi include madinah visit.,Kamu bisa mencari paket umrah reguler karena biasanya sudah mencakup kunjungan ke Madinah. Pastikan pilih travel agent resmi yang terdaftar di Kemenag agar perjalananmu lebih praktis dan aman.,data\outputs\tts_2302_audio02.wav,134.699
2302_audio17.wav,"menurut kamu, belajar bahasa arab itu susah nggak untuk pemula.","Belajar bahasa Arab bisa terasa menantang di awal karena perbedaan huruf dan tata bahasanya, tapi sangat mungkin dikuasai jika kamu konsisten. Kamu bisa mulai dengan mempelajari kosakata dasar dan rutin mendengarkan percakapan sehari-hari.",data\outputs\tts_2302_audio17.wav,38.561
2303_audio01.wav,"aku membuka flight ke jeddah minggu depan, bisa bantu schedule","Tentu, saya bisa bantu menyusun jadwal perjalanan kamu. Pastikan kamu mencatat jam keberangkatan, jadwal check-in hotel di Jeddah, serta rencana transportasi dari bandara agar semuanya terencana dengan baik.",data\outputs\tts_2303_audio01.wav,56.479
2303_audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Siapkan dokumen utama seperti paspor, visa, dan sertifikat vaksin, serta pakaian ihram atau pakaian menutup aurat. Lengkapi juga dengan obat-obatan pribadi, perlengkapan mandi non-parfum, charger, dan buku panduan doa.",data\outputs\tts_2303_audio15.wav,81.867
2304_audio03.wav,can you help me arrange transport from jeddah to madinah tomorrow?,You can take the Haramain High Speed Railway for a fast trip or book a private car through Uber or Careem. I recommend checking the train schedule online immediately to secure your seats for tomorrow.,data\outputs\tts_2304_audio03.wav,51.336
2304_audio06.wav,"urigro range transport, minjiddah-ilamadvable",Anda bisa menggunakan kereta cepat Haramain atau taksi untuk transportasi dari Madinah ke Makkah. Pesanlah tiket melalui aplikasi resmi Haramain atau langsung menuju stasiun untuk mendapatkan layanan taksi.,data\outputs\tts_2304_audio06.wav,155.274
2304_audio07.wav,"book flight ke jedah lanjut ke madinah, schedule terbaik kapan?",Waktu terbaik adalah mendarat di Jeddah pada pagi hari agar Anda bisa langsung lanjut ke Madinah menggunakan kereta cepat Haramain. Sebaiknya pesan tiket pesawat dan tiket kereta jauh-jauh hari untuk mendapatkan harga termurah dan kepastian jadwal.,data\outputs\tts_2304_audio07.wav,68.377
2304_audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Checklist umrah meliputi paspor, visa, kain ihram, pakaian ibadah, obat-obatan, perlengkapan mandi, charger, dan uang tunai. Pastikan dokumen sudah siap sebelum keberangkatan dan bawalah obat-obatan pribadi yang sangat diperlukan.",data\outputs\tts_2304_audio15.wav,81.101
2304_audio18.wav,i feel overwhelmed dengan persiapan umrah. ada tips sederhana?,"Tentu, mulailah dengan membuat checklist dokumen dan perlengkapan agar semuanya lebih terorganisir. Selain itu, rutinlah berjalan kaki untuk persiapan fisik dan pelajari panduan manasik secara bertahap.",data\outputs\tts_2304_audio18.wav,82.715
2305_audio01.wav,aku mau book flight ke jedah minggu depan. bisa bantu schedule.,"Tentu, saya bisa bantu menyusun jadwalnya. Kamu bisa cek ketersediaan jadwal di aplikasi Traveloka atau langsung ke situs Saudia Airlines untuk mendapatkan tiket minggu depan. Pastikan juga paspor kamu masih berlaku dan kamu sudah memiliki visa Arab Saudi.",data\outputs\tts_2305_audio01.wav,103.228
2305_audio02.wav,aku butuh travel umrah simpel tapi include mandina visit.,Kamu bisa mencari paket Umrah Reguler karena biasanya sudah mencakup kunjungan ke Madinah. Sebaiknya pilih agen berizin resmi Kemenag dan pastikan jadwal serta fasilitas hotelnya sudah sesuai dengan kebutuhanmu.,data\outputs\tts_2305_audio02.wav,47.474
2305_audio03.wav,can you help aku arrange transport dari jedah ke madinah tomorrow?,Kamu bisa menggunakan kereta cepat Haramain High-Speed Railway atau memesan taksi melalui aplikasi Uber dan Careem. Sebaiknya segera pesan tiket lewat aplikasi resmi Haramain Rail untuk memastikan jadwal keberangkatan besok.,data\outputs\tts_2305_audio03.wav,54.349
2305_audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Pertama, kunjungi situs resmi visa.mofa.gov.sa atau gunakan aplikasi Nusuk jika tujuannya untuk Umrah. Isi formulir aplikasi dengan data paspor yang akurat, unggah dokumen yang diperlukan seperti foto terbaru, dan selesaikan pembayaran biaya visa secara online.",data\outputs\tts_2305_audio04.wav,50.85
2305_audio06.wav,uridu range transport minjeddah ilamadina wadan,Anda bisa menggunakan kereta cepat Haramain High Speed Railway untuk perjalanan paling cepat dan nyaman dari Jeddah ke Madinah. Pilihan lainnya adalah menggunakan bus SAPTCO atau menyewa mobil dan taksi.,data\outputs\tts_2305_audio06.wav,52.63
2305_audio11.wav,kenapa fasting di ramadan itu wajib bagi muslim?,Puasa Ramadan wajib karena merupakan salah satu dari lima rukun Islam yang diperintahkan oleh Allah dalam Al-Qur'an. Tujuannya adalah untuk meningkatkan ketakwaan dan melatih pengendalian diri serta empati kepada sesama.,data\outputs\tts_2305_audio11.wav,40.933
2305_audio12.wav,bagaimana proses visa saudi untuk umrah dari indonesia sekarang?,"Proses visa umrah bisa dilakukan melalui biro perjalanan resmi atau secara mandiri melalui aplikasi Nusuk dan situs resmi visa Saudi. Anda cukup menyiapkan paspor dengan masa berlaku minimal enam bulan, foto terbaru, serta menyelesaikan pembayaran biaya visa dan asuransi.",data\outputs\tts_2305_audio12.wav,43.312
2305_audio14.wav,how to prepare dokumen umrah dari indonesia dengan benar,"Siapkan paspor dengan masa berlaku minimal 6 bulan, sertifikat vaksin meningitis, dan visa yang diurus melalui agen travel resmi. Pastikan Anda menggunakan biro perjalanan yang terdaftar di Kemenag agar semua dokumen diproses dengan benar.",data\outputs\tts_2305_audio14.wav,114.878
2305_audio18.wav,i feel overwhelmed dengan persiapan umrah. ada tips sederhana.,"Jangan khawatir, mulailah dengan membuat daftar periksa dokumen dan perlengkapan esensial seperti ihram serta obat-obatan pribadi. Kerjakan satu per satu secara bertahap setiap hari agar persiapan terasa lebih ringan.",data\outputs\tts_2305_audio18.wav,39.986
2306_Audio01.wav,"aku mau book flight ke jadwal minggu depan, bisa bantu schedule?","Bisa, aku bisa bantu carikan jadwal penerbangan untuk minggu depan. Silakan berikan informasi kota asal dan tujuan supaya aku bisa langsung cek opsinya.",data\outputs\tts_2306_Audio01.wav,60.578
2306_Audio02.wav,aku butuh travel umrah simpel tapi include madinah visit,Kamu bisa cari paket Umrah Reguler yang sudah mencakup kunjungan ke Madinah dalam itinerary-nya. Pastikan cek travel agent terpercaya dan pastikan jadwal menginap di Madinah sudah tertera jelas agar perjalananmu lebih praktis.,data\outputs\tts_2306_Audio02.wav,46.146
2306_Audio03.wav,can you help aku orange transport dari jeddah ke madinah tomorrow?,"Tentu, kamu bisa menggunakan Kereta Cepat Haramain untuk perjalanan paling efisien atau memesan taksi melalui aplikasi Uber dan Careem. Sebaiknya kamu pesan tiket kereta segera melalui situs resmi Haramain High Speed Railway agar tidak kehabisan.",data\outputs\tts_2306_Audio03.wav,64.244
2306_Audio04.wav,explain step by step cara apply visa saudi dengan benar,"Kunjungi situs resmi visa Saudi atau platform Nusuk untuk mulai mengisi formulir dan mengunggah dokumen seperti paspor serta foto. Setelah itu, lakukan pembayaran biaya visa secara online dan tunggu proses verifikasi hingga visa Anda diterbitkan.",data\outputs\tts_2306_Audio04.wav,46.064
2306_Audio05.wav,"ya terakhir ini, buku cuci al-ajjidah al-usbu al-kadhim bergasih nanti tänker ke atas jadual yang noum by asurah","Maaf, saya kurang menangkap maksud Anda mengenai buku dan jadwal Ashura tersebut. Bisa tolong jelaskan kembali agar saya bisa membantu Anda dengan lebih baik?",data\outputs\tts_2306_Audio05.wav,291.417
2302_audio11.wav,kenapa fasting di ramadan itu wajib bagi muslim?,Karena puasa Ramadan adalah salah satu dari lima rukun Islam yang wajib dijalankan oleh setiap Muslim. Tujuannya adalah untuk meningkatkan ketakwaan dan kedekatan diri kepada Allah.,data\outputs\tts_2302_audio11.wav,80.384
2304_audio11.wav,kenapa fasting di ramadan itu wajib bagi muslim?,Puasa Ramadan wajib karena merupakan salah satu rukun Islam yang diperintahkan dalam Al-Qur'an untuk meningkatkan ketakwaan kepada Allah.,data\outputs\tts_2304_audio11.wav,63.725
2305_audio05.wav,"ya aki, wuridu book flight ilajaddah al-usbu' al-qadim? hal bisa bantu ajidah akhter schedule wari hlatan mubassirah?",Saya bisa membantu mencarikan jadwal penerbangan langsung ke Jeddah untuk minggu depan. Anda bisa mengecek situs resmi Saudia Airlines atau Garuda Indonesia untuk mendapatkan jadwal dan harga tiket yang paling akurat.,data\outputs\tts_2305_audio05.wav,116.337
2306_Audio06.wav,uridu restoran spart menjika ilam adina hukaden,Anda bisa mencari restoran di sekitar lokasi Anda menggunakan Google Maps atau bertanya langsung kepada staf hotel. Hal ini akan memudahkan Anda menemukan tempat makan yang paling dekat dan praktis.,data\outputs\tts_2306_Audio06.wav,123.227
2306_Audio11.wav,kenapa fasting di ramadan itu wajib bagi muslim?,Puasa Ramadan wajib karena merupakan salah satu rukun Islam yang diperintahkan dalam Al-Qur'an. Tujuannya adalah untuk meningkatkan ketakwaan dan melatih kedisiplinan diri bagi setiap Muslim.,data\outputs\tts_2306_Audio11.wav,50.703
2306_Audio12.wav,bagaimana proses visa saudi untuk umrah dari indonesia sekarang?,Proses visa umrah saat ini bisa dilakukan melalui agen perjalanan resmi atau menggunakan visa turis melalui aplikasi Nusuk. Pastikan paspor Anda masih berlaku minimal enam bulan dan ikuti langkah pendaftaran pada platform resmi tersebut.,data\outputs\tts_2306_Audio12.wav,42.915
2306_Audio13.wav,jelaskan step by step cara bukin flight ke jendah secara online,"Buka aplikasi travel atau situs resmi maskapai, pilih rute ke Jeddah dan tentukan tanggal keberangkatan. Masukkan data diri sesuai paspor, pilih jadwal penerbangan yang diinginkan, lalu selesaikan pembayaran untuk mendapatkan e-ticket secara instan.",data\outputs\tts_2306_Audio13.wav,47.81
2306_Audio14.wav,how to prepare dokumen umrah dari indonesia dengan benar,"Siapkan paspor dengan masa berlaku minimal 6 bulan, visa umrah, serta sertifikat vaksin meningitis. Pastikan juga dokumen pendukung seperti bukti pemesanan hotel dan tiket pesawat sudah lengkap melalui agen travel resmi.",data\outputs\tts_2306_Audio14.wav,35.828
2306_Audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah,"Persiapkan dokumen wajib seperti paspor dan visa, pakaian ihram, perlengkapan ibadah, obat-obatan pribadi, serta alat mandi. Pastikan juga Anda membawa charger dan uang tunai secukupnya agar perjalanan lebih lancar.",data\outputs\tts_2306_Audio15.wav,85.265
2307_audio01.wav,aku mau book flight ke jeddah minggu depan. bisa bantu schedule?,"Aku bisa bantu buatkan draf jadwal perjalanannya, tapi untuk booking tiket kamu harus melakukannya sendiri melalui aplikasi seperti Traveloka atau Skyscanner. Segera cek ketersediaan jadwal minggu depan untuk mendapatkan harga terbaik.",data\outputs\tts_2307_audio01.wav,72.476
2307_audio02.wav,"aku butuh travel omrah, simple, tapi include madinah visit.",Kamu bisa mencari paket Umrah Reguler yang sudah menyertakan program ziarah Madinah dalam itinerary-nya. Pastikan memilih travel agen berizin resmi Kemenag dan cek detail jadwal kunjungan ke Masjid Nabawi agar sesuai keinginanmu.,data\outputs\tts_2307_audio02.wav,36.985
2307_audio03.wav,bolehkah anda bantu saya menyiapkan transport dari jeddah ke madinah esok?,"Tentu, Anda bisa menggunakan Kereta Cepat Haramain untuk perjalanan tercepat atau menyewa mobil melalui aplikasi Uber dan Careem. Disarankan untuk segera memesan tiket kereta melalui situs resmi Haramain High Speed Railway agar mendapatkan jadwal yang diinginkan untuk besok.",data\outputs\tts_2307_audio03.wav,42.757
2307_audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Anda bisa mengajukan visa Saudi melalui platform resmi Nusuk atau agen travel terpercaya dengan mengunggah paspor dan foto terbaru. Setelah itu, lengkapi data diri dan lakukan pembayaran sesuai instruksi di situs tersebut agar visa Anda segera diproses.",data\outputs\tts_2307_audio04.wav,42.898
2307_audio05.wav,"ya aki, uridu buk flight ilajedah al-usbu al-qadim. hal bisa bantu ajit afdal skejul wari hutan mubasir hutan?","Saya bisa membantu mencari jadwal penerbangan langsung terbaik ke Jeddah untuk minggu depan. Silakan periksa situs resmi maskapai Saudia atau Garuda Indonesia, serta gunakan aplikasi Traveloka atau Skyscanner untuk membandingkan jam keberangkatan yang paling efisien.",data\outputs\tts_2307_audio05.wav,49.628
2307_audio06.wav,uridu arrange transport minjidda ila madinah khadan,"Kamu bisa menggunakan kereta cepat Haramain High Speed Railway atau menyewa mobil pribadi untuk perjalanan dari Jeddah ke Madinah. Untuk kereta, sebaiknya pesan tiket melalui situs resmi SAR atau aplikasi seluler agar lebih mudah dan praktis.",data\outputs\tts_2307_audio06.wav,79.789
2307_audio07.wav,"buk flight ke jeddah, lalu lanjut ke madinah. skejul terbaik, kapan?",Sebaiknya pilih penerbangan yang tiba di Jeddah pada pagi atau siang hari agar memiliki cukup waktu untuk transisi ke Madinah. Gunakan kereta cepat Haramain High Speed Railway untuk perjalanan yang paling praktis dan efisien menuju Madinah.,data\outputs\tts_2307_audio07.wav,41.942
2307_audio10.wav,apa perbedaan umrah dan haji secara detail dalam islam?,"Haji wajib dilaksanakan pada waktu tertentu di bulan Dzulhijjah dan mencakup wukuf di Arafah, sedangkan umrah bisa dilakukan kapan saja tanpa wukuf. Untuk persiapan, sebaiknya Anda mempelajari urutan rukun dan wajib keduanya melalui panduan manasik agar ibadah berjalan sesuai syariat.",data\outputs\tts_2307_audio10.wav,145.313
2307_audio15.wav,tolong buat checklist persiapan umurah termasuk barang wajib di bawah.,"Checklist utama umrah meliputi paspor, visa, buku vaksin, kain ihram, alat sholat, serta obat-obatan pribadi. Pastikan semua dokumen sudah lengkap sebelum keberangkatan dan siapkan uang Riyal secukupnya untuk keperluan harian di sana.",data\outputs\tts_2307_audio15.wav,48.298
2307_audio17.wav,"menurut kamu, belajar bahasa arab itu susah nggak untuk pemula?","Belajar bahasa Arab bisa terasa menantang karena tata bahasanya, tapi tidak sulit jika kamu mulai dari kosakata dasar. Kuncinya adalah konsistensi dan rajin mendengarkan percakapan sehari-hari agar lebih terbiasa.",data\outputs\tts_2307_audio17.wav,83.877
2308_audio02.wav,aku butuh travel umrah simpel tapi include madinah visit,"Kamu bisa mencari paket Umrah Reguler yang biasanya sudah mencakup kunjungan ke Madinah. Pastikan paket tersebut sudah termasuk visa, tiket pesawat, dan hotel dekat Masjid Nabawi agar perjalanan kamu lebih praktis.",data\outputs\tts_2308_audio02.wav,60.909
2308_audio03.wav,can you help aku arrange transport dari jedah ke madinah tomorrow?,Kamu bisa menggunakan kereta cepat Haramain High Speed Railway untuk perjalanan tercepat atau memesan taksi melalui aplikasi Careem. Segera cek jadwal dan pesan tiket kereta secara online di situs resminya agar perjalanan besok lebih terjamin.,data\outputs\tts_2308_audio03.wav,146.739
2308_audio05.wav,"ya, akhiri, uridu buk flike ila jadah al usbu al kodim. hal bisa bantu ajida afdol skejul wari halatan mubashiroh?","Tentu, saya bisa membantu mencari jadwal terbaik dan penerbangan langsung ke Jeddah untuk minggu depan. Anda bisa mengecek jadwal langsung melalui situs resmi Saudia atau Garuda Indonesia, atau menggunakan aplikasi Traveloka untuk membandingkan harga secara cepat.",data\outputs\tts_2308_audio05.wav,221.148
2308_audio06.wav,uridu range transport min jeddah ila madinah wodan,"Anda bisa menggunakan kereta cepat Haramain, taksi pribadi, atau bus untuk perjalanan dari Jeddah ke Madinah. Sebaiknya pesan tiket kereta Haramain High Speed Railway secara online melalui situs resminya untuk perjalanan yang lebih cepat dan nyaman.",data\outputs\tts_2308_audio06.wav,169.744
2308_audio12.wav,bagaimana proses visa saudi untuk umroh dari indonesia sekarang?,Prosesnya bisa dilakukan melalui agen travel umroh resmi atau mendaftar mandiri lewat platform Nusuk untuk mendapatkan visa turis. Pastikan paspor Anda berlaku minimal enam bulan dan siapkan dokumen pendukung untuk pengajuan secara online.,data\outputs\tts_2308_audio12.wav,99.698
2308_audio13.wav,jelaskan step by step cara booking flight ke jedah secara online.,"Buka aplikasi travel seperti Traveloka atau situs resmi maskapai, masukkan kota tujuan Jeddah dan pilih tanggal keberangkatan. Setelah memilih jadwal, isi data penumpang dengan benar lalu selesaikan pembayaran melalui metode yang tersedia.",data\outputs\tts_2308_audio13.wav,165.904
2308_audio15.wav,tolong buat checklist persiapan umroh termasuk barang wajib di bawah.,"Barang wajib umroh meliputi paspor, visa, pakaian ihram, perlengkapan ibadah, obat-obatan pribadi, dan uang Riyal. Pastikan juga membawa alat mandi non-parfum serta charger ponsel untuk mendukung kelancaran ibadah Anda.",data\outputs\tts_2308_audio15.wav,78.172
2308_audio17.wav,"menurut kamu, belajar bahasa arab itu susah nggak untuk pemula.","Belajar bahasa Arab bisa terasa menantang bagi pemula karena tata bahasanya, tapi sebenarnya tidak mustahil untuk dipelajari. Kamu bisa mulai dengan mempelajari kosakata dasar dan rutin melatih pelafalan agar lebih mudah.",data\outputs\tts_2308_audio17.wav,49.876
